;Rank;CCA3;Country;Capital;Continent;Area (km²);Density (per km²);Growth Rate;World Population Percentage;Growth from 1970 to 2020;Growth (70-80);Growth (80-90);Growth (90-00);Growth (00-10);Growth (10-20);Growth (20-22);Population;Year
117;92;PRT;Portugal;Lisbon;Europe;92090;111.5307;0.9981;0.13;0.18593155328686814;0.126861793183059;0.022696809443435897;0.02930647146606103;0.05640967840206993;-0.02740819883946594;-0.0026535725882756898;10365435;2015
118;92;PRT;Portugal;Lisbon;Europe;92090;111.5307;0.9981;0.13;0.18593155328686814;0.126861793183059;0.022696809443435897;0.02930647146606103;0.05640967840206993;-0.02740819883946594;-0.0026535725882756898;10298192;2020
119;92;PRT;Portugal;Lisbon;Europe;92090;111.5307;0.9981;0.13;0.18593155328686814;0.126861793183059;0.022696809443435897;0.02930647146606103;0.05640967840206993;-0.02740819883946594;-0.0026535725882756898;10270865;2022
120;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;10315366;1970
121;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;10698679;1980
122;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;10375989;1990
123;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;10202055;2000
124;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;9986825;2010
125;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;9844246;2015
126;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;9750573;2020
127;94;HUN;Hungary;Budapest;Europe;93028;107.1431;1.0265;0.12;-0.0547525894864031;0.0371594182891814;-0.0301616676227037;-0.016763124941632068;-0.03814564810717057;-0.02365636726387015;0.022227924451209174;9967308;2022
128;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;9170786;1970
129;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;9817257;1980
130;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;10428525;1990
131;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;10256483;2000
132;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;9731427;2010
133;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;9700609;2015
134;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;9633740;2020
135;96;BLR;Belarus;Minsk;Europe;207600;45.9295;0.9955;0.12;0.05048138730965917;0.07049243107406497;0.0622646427612112;-0.016497251528859547;-0.06796657294708137;-0.010038301679702268;-0.010254169201161751;9534954;2022
136;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;7465301;1970
137;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;7547561;1980
138;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;7678729;1990
139;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;8010428;2000
140;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;8362829;2010
141;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;8642421;2015
142;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;8907777;2020
143;99;AUT;Austria;Vienna;Europe;83871;106.5877;1.002;0.11;0.19322409103129265;0.011018979676773916;0.017378859210279984;0.043197122857181185;0.08540117956244037;0.06516311645257843;0.0035744047027670314;8939617;2022
144;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;6181227;1970
145;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;6319113;1980
146;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;6711693;1990
147;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;7182059;2000
148;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;7822435;2010
149;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;8281732;2015
150;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;8638613;2020
151;101;CHE;Switzerland;Bern;Europe;41284;211.7157;1.0056;0.11;0.3975563427778983;0.02230722152737636;0.062125807846765836;0.0700815725629882;0.15465509264126068;0.10433809932584931;0.011791128969430626;8740472;2022
152;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7193533;1970
153;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7777010;1980
154;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7987529;1990
155;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7935022;2000
156;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7653748;2010
157;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7519496;2015
158;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7358005;2020
159;105;SRB;Serbia;Belgrade;Europe;88361;81.7257;0.9897;0.09;0.02286386953392721;0.08111132596458513;0.027069400707984175;-0.0065736224557056385;-0.042064281611317526;-0.038640284472391824;-0.018570251039514107;7221365;2022
160;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;8582950;1970
161;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;8980606;1980
162;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;8767778;1990
163;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;8097691;2000
164;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;7592273;2010
165;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;7309253;2015
166;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;6979175;2020
167;108;BGR;Bulgaria;Sofia;Europe;110879;61.1654;0.9849;0.09;-0.18685591783710728;0.0463309235169726;-0.023698623455922684;-0.07642609108031705;-0.1451654551896337;-0.08075289178879631;-0.028258640885204914;6781953;2022
168;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;4922963;1970
169;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5125392;1980
170;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5144623;1990
171;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5340655;2000
172;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5550849;2010
173;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5677796;2015
174;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5825641;2020
175;115;DNK;Denmark;Copenhagen;Europe;43094;136.4984;1.0048;0.07;0.18336071183147223;0.04111934215227699;0.003752103253760883;0.038104249815778535;0.07606295482482954;0.0495044992216506;0.009719102155453794;5882261;2022
176;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;4522867;1970
177;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;4973883;1980
178;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;5261305;1990
179;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;5376690;2000
180;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;5396424;2010
181;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;5424444;2015
182;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;5456681;2020
183;116;SVK;Slovakia;Bratislava;Europe;49037;115.0856;1.0359;0.07;0.20646505855688438;0.09971904988583569;0.05778624064940812;0.021930870763052134;0.02513051710252962;0.011166098142028869;0.03422813244901067;5643453;2022
184;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;4606621;1970
185;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;4779418;1980
186;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;4986545;1990
187;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;5176209;2000
188;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;5363271;2010
189;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;5479461;2015
190;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;5529468;2020
191;118;FIN;Finland;Helsinki;Europe;338424;16.3722;1.0009;0.07;0.20033056767639448;0.03751057445359625;0.0433372849999728;0.03803515259563486;0.07278029152223181;0.030987992215944338;0.002039436705303295;5540745;2022
192;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;3875546;1970
193;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;4085776;1980
194;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;4241636;1990
195;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;4491202;2000
196;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;4889741;2010
197;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;5190356;2015
198;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;5379839;2020
199;120;NOR;Norway;Oslo;Europe;323802;16.7828;1.0058;0.07;0.3881499535807342;0.05424525989370272;0.038146976241477754;0.05883720338095961;0.1443054665543879;0.10022984857480181;0.010126697100043328;5434319;2022
200;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;2937637;1970
201;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;3391387;1980
202;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;3485374;1990
203;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;3768950;2000
204;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;4524585;2010
205;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;4665760;2015
206;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;4946119;2020
207;125;IRL;Ireland;Dublin;Europe;70273;71.4799;1.0073;0.06;0.6837066662763303;0.15446088131379065;0.027713439958341527;0.0813617132623357;0.2757295798564587;0.09316522951828732;0.015565739522239557;5023109;2022
208;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4492638;1970
209;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4680144;1980
210;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4873707;1990
211;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4548434;2000
212;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4368682;2010
213;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4254815;2015
214;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4096868;2020
215;130;HRV;Croatia;Zagreb;Europe;56594;71.2153;0.9927;0.05;-0.08809300905169747;0.04173628055498796;0.04135834282022092;-0.06674036826588058;-0.11103272027251578;-0.06221876529351415;-0.016234352681121285;4030358;2022
216;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;3711140;1970
217;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;4103240;1980
218;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;4480199;1990
219;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;4251573;2000
220;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;3678186;2010
221;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;3277388;2015
222;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;3084847;2020
223;135;MDA;Moldova;Chisinau;Europe;33846;96.7026;1.0691;0.04;-0.16876027312362238;0.10565486615972451;0.0918686208947076;-0.051030322537012306;-0.18863912250830459;-0.1613129406723858;0.060991355486998224;3272996;2022
224;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;3815561;1970
225;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;4199820;1980
226;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;4494310;1990
227;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;4179350;2000
228;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;3811088;2010
229;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;3524324;2015
230;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;3318407;2020
231;137;BIH;Bosnia and Herzegovina;Sarajevo;Europe;51209;63.1437;0.9886;0.04;-0.13029643609419428;0.10070838862227599;0.0701196717954579;-0.07007972302756152;-0.16347566009068396;-0.1292756819050098;-0.025578839485331364;3233526;2022
232;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;2324731;1970
233;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;2941651;1980
234;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;3295066;1990
235;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;3182021;2000
236;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;2913399;2010
237;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;2882481;2015
238;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;2866849;2020
239;138;ALB;Albania;Tirana;Europe;28748;98.8702;0.9957;0.04;0.23319601278599544;0.2653726388128347;0.12014171633548643;-0.03430735530031872;-0.119944840087479;-0.01597790072695158;-0.008555734885234626;2842321;2022
