;Rank;CCA3;Country;Capital;Continent;Area (km²);Density (per km²);Growth Rate;World Population Percentage;Growth from 1970 to 2020;Growth (70-80);Growth (80-90);Growth (90-00);Growth (00-10);Growth (10-20);Growth (20-22);Population;Year
240;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;3210147;1970
241;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;3521206;1980
242;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;3785847;1990
243;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;3599637;2000
244;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;3139019;2010
245;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;2963765;2015
246;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;2820267;2020
247;141;LTU;Lithuania;Vilnius;Europe;65300;42.1142;0.9869;0.03;-0.12145238208717545;0.0968986778487091;0.07515635268143926;-0.049185822881907273;-0.17969256344459178;-0.10154510055530087;-0.0248955152118576;2750055;2022
248;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;1741286;1970
249;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;1901570;1980
250;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;1986024;1990
251;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;1984339;2000
252;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;2057286;2010
253;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;2080862;2015
254;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;2117641;2020
255;148;SVN;Slovenia;Ljubljana;Europe;20273;104.5649;1.0002;0.03;0.21613623494359915;0.09204920960715242;0.044412774707215615;-0.0008484288205983413;0.035912210564827886;0.029337194731311057;0.0010403085319938554;2119844;2022
256;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;1656783;1970
257;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;1907023;1980
258;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;2044174;1990
259;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;2037936;2000
260;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;2093828;2010
261;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;2107962;2015
262;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;2111072;2020
263;150;MKD;North Macedonia;Skopje;Europe;25713;81.4218;0.9954;0.03;0.2741994576235995;0.1510396956028641;0.07191890186956319;-0.0030515993256934096;0.024364847571268184;0.008235633490429968;-0.008276837549832503;2093599;2022
264;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;2397414;1970
265;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;2572037;1980
266;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;2689391;1990
267;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;2392530;2000
268;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;2101530;2010
269;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;1991955;2015
270;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;1897052;2020
271;151;LVA;Latvia;Riga;Europe;64559;28.666;0.9876;0.02;-0.20870905066876225;0.07283806634982527;0.045626870842060206;-0.1103822389529823;-0.2457068458911696;-0.09729958649174648;-0.024459529838929035;1850651;2022
272;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1361999;1970
273;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1476983;1980
274;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1570674;1990
275;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1396877;2000
276;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1331535;2010
277;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1314657;2015
278;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1329444;2020
279;156;EST;Estonia;Tallinn;Europe;45227;29.3201;0.998;0.02;-0.023902367035511775;0.08442296947354587;0.06343404087927891;-0.11065122361483032;-0.17119545958591917;-0.0015703680338857034;-0.00254392061643815;1326062;2022
280;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;640804;1970
281;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;679327;1980
282;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;788500;1990
283;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;948237;2000
284;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;1129686;2010
285;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;1187280;2015
286;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;1237537;2020
287;158;CYP;Cyprus;Nicosia;Europe;9251;135.2814;1.0059;0.02;0.9312254605152277;0.060116665938414866;0.16070758265165377;0.20258338617628407;0.3598108911590668;0.09546989163360438;0.011273198296293363;1251488;2022
288;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;339342;1970
289;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;363741;1980
290;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;381267;1990
291;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;435628;2000
292;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;507070;2010
293;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;569408;2015
294;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;630399;2020
295;168;LUX;Luxembourg;Luxembourg;Europe;2586;250.425;1.0129;0.01;0.8577099209646905;0.07190091412203617;0.048182635446650225;0.14257987184833726;0.2887853856960526;0.24321888496657265;0.02728430724033509;647599;2022
296;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;530268;1970
297;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;589324;1980
298;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;621442;1990
299;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;633324;2000
300;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;631044;2010
301;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;633966;2015
302;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;629048;2020
303;169;MNE;Montenegro;Podgorica;Europe;13812;45.4012;0.9988;0.01;0.18628316247633273;0.1113700996477253;0.0544997318962065;0.019120046601291834;0.015161276060910372;-0.003163012404840233;-0.003125357683356437;627082;2022
304;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;315414;1970
305;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;333587;1980
306;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;365392;1990
307;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;399212;2000
308;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;418755;2010
309;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;456579;2015
310;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;515357;2020
311;173;MLT;Malta;Valletta;Europe;316;1687.6139;1.0124;0.01;0.6339065482191659;0.05761633916059528;0.09534244439981174;0.092558129351491;0.1336708315381301;0.23068858879296963;0.03478947603311879;533286;2022
312;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;204468;1970
313;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;228263;1980
314;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;255019;1990
315;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;281462;2000
316;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;318333;2010
317;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;331060;2015
318;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;366669;2020
319;179;ISL;Iceland;Reykjavík;Europe;103000;3.6204;1.0069;0.0;0.7932830565174013;0.116375178512041;0.11721566789186158;0.10369031327077591;0.22494688448174177;0.15184099669214313;0.016990800967630205;372899;2022
320;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;68347;1970
321;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;75124;1980
322;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;82874;1990
323;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;86192;2000
324;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;96151;2010
325;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;100561;2015
326;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;108319;2020
327;195;JEY;Jersey;Saint Helier;Europe;116;954.9828;1.0106;0.0;0.5848391297350286;0.09915577860037748;0.10316277088546935;0.04003668219224365;0.15403981808056433;0.12655094590799887;0.022701465116923163;110778;2022
328;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;55298;1970
329;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;64022;1980
330;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;68865;1990
331;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;75562;2000
332;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;83828;2010
333;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;83593;2015
334;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;84046;2020
335;202;IMN;Isle of Man;Douglas;Europe;572;147.7605;1.003;0.0;0.5198741364967991;0.15776339108105175;0.07564587173159226;0.09724823930879256;0.19802281570101374;0.0026005630576895547;0.005627870451895391;84519;2022
336;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;19860;1970
337;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;35611;1980
338;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;53569;1990
339;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;66097;2000
340;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;71519;2010
341;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;71746;2015
342;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;77700;2020
343;203;AND;Andorra;Andorra la Vella;Europe;468;170.5641;1.01;0.0;2.9123867069486407;0.7931017119838872;0.5042823846564264;0.23386660195262185;0.2715705705251373;0.08642458647352452;0.027335907335907336;79824;2022
344;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;52656;1970
345;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;52860;1980
346;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;57727;1990
347;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;59114;2000
348;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;60782;2010
349;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;61629;2015
350;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;62794;2020
351;207;GGY;Guernsey;Saint Peter Port;Europe;78;811.5513;1.0037;0.0;0.1925326648435126;0.0038742023701002735;0.09207340143776012;0.024026885166386614;0.05167980512230605;0.03310190516929354;0.00807401981080995;63301;2022
352;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;38416;1970
353;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;43054;1980
354;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;47479;1990
355;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;45660;2000
356;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;48410;2010
357;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;48816;2015
358;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;52415;2020
359;209;FRO;Faroe Islands;Tórshavn;Europe;1393;38.112;1.0038;0.0;0.364405456059975;0.12073094543940024;0.10277790681469783;-0.038311674635101836;0.020389837932544896;0.08273084073538525;0.012877992940952017;53090;2022
360;216;LIE;Liechtenstein;Vaduz;Europe;160;245.7937;1.0074;0.0;0.8377353122480914;0.18559438569870548;0.150461944566652;0.14813140969928734;0.2168291649003815;0.07877303345766297;0.014733202600887604;21089;1970
361;216;LIE;Liechtenstein;Vaduz;Europe;160;245.7937;1.0074;0.0;0.8377353122480914;0.18559438569870548;0.150461944566652;0.14813140969928734;0.2168291649003815;0.07877303345766297;0.014733202600887604;25003;1980
362;216;LIE;Liechtenstein;Vaduz;Europe;160;245.7937;1.0074;0.0;0.8377353122480914;0.18559438569870548;0.150461944566652;0.14813140969928734;0.2168291649003815;0.07877303345766297;0.014733202600887604;28765;1990
363;216;LIE;Liechtenstein;Vaduz;Europe;160;245.7937;1.0074;0.0;0.8377353122480914;0.18559438569870548;0.150461944566652;0.14813140969928734;0.2168291649003815;0.07877303345766297;0.014733202600887604;33026;2000
